,Recording_ID,English_name,Species,Country,Spectrogram_med,Date,Url,Latitude,Longitude,Vocalization_type,Recordist,mp3_url
371,194347,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC194347-med.png,6/1/2010,//www.xeno-canto.org/194347,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC194347-T05.mp3
372,192872,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC192872-med.png,5/16/2014,//www.xeno-canto.org/192872,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC192872-T02%20%281%29.mp3
373,247328,Corn Bunting,Emberiza calandra,Poland,//www.xeno-canto.org/sounds/uploaded/TVCKYCEGGD/ffts/XC247328-med.png,5/31/2015,//www.xeno-canto.org/247328,51.1747,21.2156,"male, song",Paweł Malczyk,//www.xeno-canto.org/sounds/uploaded/TVCKYCEGGD/XC247328-LS_52636%20potrzeszcz%20pakos%C5%82aw%2031.05.2015.mp3
374,206646,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206646-med.png,5/17/2009,//www.xeno-canto.org/206646,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC206646-T09.mp3
375,206628,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206628-med.png,5/17/2009,//www.xeno-canto.org/206628,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC206628-LS112978.mp3
376,194833,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC194833-med.png,6/26/2010,//www.xeno-canto.org/194833,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC194833-T02%20%281%29.mp3
377,188741,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC188741-med.png,6/18/2014,//www.xeno-canto.org/188741,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC188741-T06.mp3
378,179893,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC179893-med.png,5/22/2013,//www.xeno-canto.org/179893,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC179893-T06.mp3
379,194896,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC194896-med.png,7/23/2014,//www.xeno-canto.org/194896,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC194896-T11.mp3
380,168382,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC168382-med.png,3/21/2012,//www.xeno-canto.org/168382,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC168382-T15.mp3
381,195962,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195962-med.png,7/23/2010,//www.xeno-canto.org/195962,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC195962-T08.mp3
382,194903,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC194903-med.png,7/23/2014,//www.xeno-canto.org/194903,54.12,-0.5445,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC194903-T21.mp3
383,195863,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195863-med.png,7/4/2010,//www.xeno-canto.org/195863,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC195863-T06.mp3
384,201276,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC201276-med.png,7/13/2012,//www.xeno-canto.org/201276,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC201276-T09.mp3
385,279036,Corn Bunting,Emberiza calandra,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC279036-med.png,6/5/2015,//www.xeno-canto.org/279036,37.7151,-6.2141,"carduelis carduelis, cyanistes caeruleus, male, sitta europaea, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC279036-emberiza%20calandra%202%20pantano%20de%20la%20minilla%2005-06-2015.mp3
386,207953,Corn Bunting,Emberiza calandra,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207953-med.png,5/19/2013,//www.xeno-canto.org/207953,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC207953-T10.mp3
387,196366,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC196366-med.png,5/23/2012,//www.xeno-canto.org/196366,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC196366-T06.mp3
388,196176,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC196176-med.png,4/29/2014,//www.xeno-canto.org/196176,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC196176-T02.mp3
389,187843,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187843-med.png,4/14/2014,//www.xeno-canto.org/187843,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC187843-T21.mp3
390,469558,Willow Warbler,Phylloscopus trochilus,Ukraine,//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC469558-med.png,4/29/2019,//www.xeno-canto.org/469558,49.63399999999999,26.2213,"male, song",Ruslan Mazuryk,//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/XC469558-MVI_0369.mp3
391,367062,Willow Warbler,Phylloscopus trochilus,Poland,//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC367062-med.png,4/30/2017,//www.xeno-canto.org/367062,53.0423,22.9178,"male, song",Krzysztof Deoniziak,//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/XC367062-phylloscopus_trochilus_bokiny_podlaskie_30.04.2017_1753.mp3
392,236504,Willow Warbler,Phylloscopus trochilus,France,//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/ffts/XC236504-med.png,4/4/2015,//www.xeno-canto.org/236504,43.2392,-0.0517,"male, song",Bernard BOUSQUET,//www.xeno-canto.org/sounds/uploaded/THHNKSHUMO/XC236504-Pouillot%20fitis%20Lande%20ger%2C%204%20avril%202015.mp3
393,196793,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC196793-med.png,6/2/2012,//www.xeno-canto.org/196793,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC196793-LS112545.mp3
394,193019,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC193019-med.png,5/18/2010,//www.xeno-canto.org/193019,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC193019-LS112426.mp3
395,401935,Willow Warbler,Phylloscopus trochilus,Norway,//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC401935-med.png,5/27/2006,//www.xeno-canto.org/401935,70.0836,25.0568,"male, song",Karl-Birger Strann,//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/XC401935-Willow%20warbler%20male%20song%201.mp3
396,125761,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC125761-med.png,5/18/2011,//www.xeno-canto.org/125761,54.1343,-0.5521,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC125761-LS111302.MP3
397,192863,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC192863-med.png,5/15/2010,//www.xeno-canto.org/192863,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC192863-T09.mp3
398,512906,Willow Warbler,Phylloscopus trochilus,Netherlands,//www.xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC512906-med.png,4/8/2012,//www.xeno-canto.org/512906,52.5749,4.6435,"adult, male, song",Hans Groot,//www.xeno-canto.org/sounds/uploaded/OTVUCEGYZN/XC512906-Fitis%20zang%20Bakkum%20080412.mp3
399,189870,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC189870-med.png,6/1/2009,//www.xeno-canto.org/189870,54.12,-0.5445,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC189870-LS112384.mp3
400,172684,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC172684-med.png,4/23/2009,//www.xeno-canto.org/172684,54.1245,-0.5664,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC172684-T16.mp3
401,503696,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC503696-med.png,6/7/2019,//www.xeno-canto.org/503696,54.1263,-0.5458,"adult, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC503696-MIXPRE-1856.mp3
402,255501,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC255501-med.png,5/12/2015,//www.xeno-canto.org/255501,54.1246,-0.5687,"call, female, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC255501-T16.mp3
403,169013,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC169013-med.png,4/27/2012,//www.xeno-canto.org/169013,54.1245,-0.5664,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC169013-T17.mp3
404,120940,Willow Warbler,Phylloscopus trochilus,Poland,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC120940-med.png,5/12/2012,//www.xeno-canto.org/120940,52.443000000000005,21.094,"male, song",Lars Lachmann,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/XC120940-Willow%20Warbler_20120512_143552_prep.mp3
405,169025,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC169025-med.png,5/5/2012,//www.xeno-canto.org/169025,54.1245,-0.5664,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC169025-T02A.mp3
406,199512,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC199512-med.png,5/1/2011,//www.xeno-canto.org/199512,56.5848,-6.1872,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC199512-T14.mp3
407,199075,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC199075-med.png,5/2/2011,//www.xeno-canto.org/199075,56.5854,-6.1855,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC199075-T8.mp3
408,195239,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195239-med.png,8/12/2014,//www.xeno-canto.org/195239,54.125,-0.5742,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC195239-T03.mp3
409,188565,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC188565-med.png,5/2/2014,//www.xeno-canto.org/188565,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC188565-T15.mp3
410,195250,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195250-med.png,8/12/2014,//www.xeno-canto.org/195250,54.125,-0.5742,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC195250-T09.mp3
411,198657,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC198657-med.png,5/29/2011,//www.xeno-canto.org/198657,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC198657-T06.mp3
412,121605,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC121605-med.png,5/10/2010,//www.xeno-canto.org/121605,54.1249,-0.5706,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC121605-LS110974.MP3
413,199375,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC199375-med.png,7/5/2009,//www.xeno-canto.org/199375,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC199375-LS112664.mp3
414,198248,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC198248-med.png,5/17/2011,//www.xeno-canto.org/198248,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC198248-LS112604.mp3
415,198243,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC198243-med.png,5/17/2011,//www.xeno-canto.org/198243,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC198243-T12.mp3
416,169032,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC169032-med.png,5/6/2012,//www.xeno-canto.org/169032,54.1247,-0.5664,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC169032-T05.mp3
417,130275,Willow Warbler,Phylloscopus trochilus,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC130275-med.png,4/18/2013,//www.xeno-canto.org/130275,52.4477,20.7945,"male, song",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC130275-Phyllocopus_trohillus_acredula_Poland_Jarek_Matusiak_20130418-011.mp3
418,132899,Willow Warbler,Phylloscopus trochilus,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC132899-med.png,5/4/2013,//www.xeno-canto.org/132899,56.1406,47.3476,"male, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC132899-8029_4.05.2013%2C%20%D0%91%D0%B5%D1%80%D0%B5%D0%B3%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%2C%20%D0%B2%D0%B5%D1%81%D0%BD%2C%20%D0%92%2C%2015-15.mp3
419,192878,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC192878-med.png,5/16/2010,//www.xeno-canto.org/192878,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC192878-LS112423.mp3
420,196181,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC196181-med.png,4/29/2014,//www.xeno-canto.org/196181,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC196181-T07.mp3
421,200318,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200318-med.png,6/5/2012,//www.xeno-canto.org/200318,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC200318-T16.mp3
422,199278,Willow Warbler,Phylloscopus trochilus,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC199278-med.png,5/27/2014,//www.xeno-canto.org/199278,56.1211,47.5042,"male, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC199278-Ph.%20trochilus%200527_094631%2CA.MP3
423,194010,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC194010-med.png,5/27/2010,//www.xeno-canto.org/194010,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC194010-T08.mp3
424,196178,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC196178-med.png,4/29/2014,//www.xeno-canto.org/196178,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC196178-T04.mp3
425,195864,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC195864-med.png,7/4/2010,//www.xeno-canto.org/195864,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC195864-T07.mp3
426,192879,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC192879-med.png,5/18/2010,//www.xeno-canto.org/192879,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC192879-LS112424.mp3
427,121601,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC121601-med.png,5/18/2010,//www.xeno-canto.org/121601,54.1248,-0.5685,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC121601-LS110972.MP3
428,200880,Willow Warbler,Phylloscopus trochilus,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC200880-med.png,6/13/2012,//www.xeno-canto.org/200880,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC200880-T03.mp3
429,175496,Willow Warbler,Phylloscopus trochilus,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC175496-med.png,4/19/2014,//www.xeno-canto.org/175496,53.1119,20.3549,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC175496-Phylltroch-S_Poland_PSZ_2014_04_19_3085.mp3
430,304590,Common Nightingale,Luscinia megarhynchos,Bulgaria,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/ffts/XC304590-med.png,6/1/2015,//www.xeno-canto.org/304590,42.4826,24.3229,"male, song",Nikolay Sariev,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/XC304590-%20%D1%81%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9%20%28Luscinia%20megarhynchos%29%2C%202015-06-01%2C%2015.52.mp3
431,264207,Common Nightingale,Luscinia megarhynchos,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC264207-med.png,4/15/2015,//www.xeno-canto.org/264207,37.4176,-5.9972,"male, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC264207-luscinia%20megarhynchos%20parque%20alamillo%2015-04-2015.mp3
432,508077,Common Nightingale,Luscinia megarhynchos,Spain,//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC508077-med.png,5/5/2019,//www.xeno-canto.org/508077,40.2061,-5.0824,"male, song",Esperanza Poveda,//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/XC508077-luscinia%20megarhynchos%20arenas%20de%20san%20pedro%2006-05-2019.mp3
433,135176,Common Nightingale,Luscinia megarhynchos,France,//www.xeno-canto.org/sounds/uploaded/AZHGSLNALD/ffts/XC135176-med.png,5/27/2013,//www.xeno-canto.org/135176,44.645,-1.0337,"male, song",Nicole Bouglouan,//www.xeno-canto.org/sounds/uploaded/AZHGSLNALD/XC135176-163-Common%20Nightingale.mp3
434,420350,Common Nightingale,Luscinia megarhynchos,France,//www.xeno-canto.org/sounds/uploaded/OIRPLEZESB/ffts/XC420350-med.png,6/9/2018,//www.xeno-canto.org/420350,45.7392,5.4525,"male, song",Vincent Pourchaire,//www.xeno-canto.org/sounds/uploaded/OIRPLEZESB/XC420350-Rossignol.mp3
435,304597,Common Nightingale,Luscinia megarhynchos,Bulgaria,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/ffts/XC304597-med.png,5/26/2015,//www.xeno-canto.org/304597,42.4789,24.3299,"male, song",Nikolay Sariev,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/XC304597-%20%D1%81%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9%20%28Luscinia%20megarhynchos%29%2C%202015-05-26%2C%2017.00.mp3
436,473664,Common Nightingale,Luscinia megarhynchos,France,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/ffts/XC473664-med.png,4/26/2019,//www.xeno-canto.org/473664,47.52,5.1814,"male, song",Gerard OLIVIER,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/XC473664-Rossignol_20190426_1358_Til_01.mp3
437,235818,Common Nightingale,Luscinia megarhynchos,Greece,//www.xeno-canto.org/sounds/uploaded/ELAQEIMSFA/ffts/XC235818-med.png,4/14/2015,//www.xeno-canto.org/235818,39.0737,26.3578,"male, song",Simos,//www.xeno-canto.org/sounds/uploaded/ELAQEIMSFA/XC235818-nightingale2.mp3
438,148612,Common Nightingale,Luscinia megarhynchos,France,//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC148612-med.png,4/8/2004,//www.xeno-canto.org/148612,48.6741,2.4511,"male, song",julien Rochefort,//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/XC148612-ROSSIGNOL%20PHILOMELE%20cht%2039%20perso%2025%20080404%20berg%209h06.mp3
439,356341,Common Nightingale,Luscinia megarhynchos,Italy,//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC356341-med.png,5/25/2007,//www.xeno-canto.org/356341,42.611000000000004,11.2669,"male, song",Marco Dragonetti,//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC356341-call6.mp3
440,516413,Common Nightingale,Luscinia megarhynchos,Austria,//www.xeno-canto.org/sounds/uploaded/EEQXILTAOF/ffts/XC516413-med.png,5/6/2018,//www.xeno-canto.org/516413,47.7958,16.9065,"adult, male, song",Leander Khil,//www.xeno-canto.org/sounds/uploaded/EEQXILTAOF/XC516413-Nachtigall2%20Zicksee.mp3
442,420733,Common Nightingale,Luscinia megarhynchos,Sweden,//www.xeno-canto.org/sounds/uploaded/WUWJNYTUNE/ffts/XC420733-med.png,6/17/2018,//www.xeno-canto.org/420733,59.4034,17.8271,"male, song",Dag Lanerfeldt,//www.xeno-canto.org/sounds/uploaded/WUWJNYTUNE/XC420733-Stora%20Golfbanedammen%20%20180617.mp3
443,195298,Common Nightingale,Luscinia megarhynchos,Netherlands,//www.xeno-canto.org/sounds/uploaded/GXKSHZYGWI/ffts/XC195298-med.png,6/5/2013,//www.xeno-canto.org/195298,51.6324,5.6288,"male, song",Bart Gras,//www.xeno-canto.org/sounds/uploaded/GXKSHZYGWI/XC195298-Nachtegaal%20zang%20dl3%20Uden%20-%20Kooldert%2005.06.2013.mp3
444,148610,Common Nightingale,Luscinia megarhynchos,France,//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/ffts/XC148610-med.png,4/25/2008,//www.xeno-canto.org/148610,48.3644,2.3168,"male, song",julien Rochefort,//www.xeno-canto.org/sounds/uploaded/ZXDJTHQFDW/XC148610-ROSSIGNOL%20PHILOMELE%202%20ind%20chant%20dans%20la%20nuit%20195%20perso%2047%2023h45%20mespuit%20250408.mp3
445,177506,Common Nightingale,Luscinia megarhynchos,Spain,//www.xeno-canto.org/sounds/uploaded/JIBAJGUGFS/ffts/XC177506-med.png,4/28/2014,//www.xeno-canto.org/177506,38.334,-0.5611,"frogs, male, song",JE Riddick,//www.xeno-canto.org/sounds/uploaded/JIBAJGUGFS/XC177506-ruise%C3%B1or%20barranco%20aguamarga.mp3
446,304589,Common Nightingale,Luscinia megarhynchos,Bulgaria,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/ffts/XC304589-med.png,6/1/2015,//www.xeno-canto.org/304589,42.4789,24.3299,"male, song",Nikolay Sariev,//www.xeno-canto.org/sounds/uploaded/VOXVCHVBIP/XC304589-%20%D1%81%D0%BB%D0%B0%D0%B2%D0%B5%D0%B9%20%28Luscinia%20megarhynchos%29%2C%202015-06-01%2C%2019.19.mp3
447,377841,Common Nightingale,Luscinia megarhynchos,Spain,//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/ffts/XC377841-med.png,5/3/2017,//www.xeno-canto.org/377841,37.9311,-6.6762,"male, song",Esperanza Poveda,//www.xeno-canto.org/sounds/uploaded/PRVFBYIQYZ/XC377841-luscinia%20megarhynchos%202%20%28esperanza%20poveda%29%20galaroza%2003-05-2017.mp3
448,323322,Common Nightingale,Luscinia megarhynchos,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC323322-med.png,5/28/2016,//www.xeno-canto.org/323322,37.3006,-6.3783,"male, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC323322-songscape%205-5%20arroyo%20los%20centinales%2028-05-2016.mp3
449,240002,Common Nightingale,Luscinia megarhynchos,Germany,//www.xeno-canto.org/sounds/uploaded/QNKACACJYP/ffts/XC240002-med.png,5/3/2015,//www.xeno-canto.org/240002,47.6448,9.5056,"male, song",Matthias Hemprich,//www.xeno-canto.org/sounds/uploaded/QNKACACJYP/XC240002-Nachtigall%20Erisk%202015%2005%2003%20S113015%20xeno.mp3
450,373409,Common Nightingale,Luscinia megarhynchos,Germany,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC373409-med.png,5/28/2017,//www.xeno-canto.org/373409,52.3874,13.7762,"male, song",Lars Lachmann,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/XC373409-Nightingale_20170528_241141_prepared.mp3
